device_id,identity,bank,device_fingerprint,gpu_renderers,screen,os,browser,ips,ip_country,ip_city,ip_latitude,ip_longitude,ip_timezone,ip_network,ua_os,ua_os_version,ua_browser,ua_browser_version,ua_is_mobile
00993a56-f44b-448d-9d33-78c16f0be636,37294473,Bank1,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.15.1,Chrome 78.0.3904,185.97.201.89,Russia,St Petersburg,59.9417,30.3096,Europe/Moscow,185.97.200.0/22,Mac,OS X 10.15.1,Chrome,78.0.3904,
02591b70-e8f5-4299-901c-e78b2b79b526,-,Bank2,6413e837d3-987e3415d7-902dcc5844-27c94f86d9,Apple GPU,"(896, 414, 32)",iOS 12.4.1,Mobile Safari 12.1.2,"64.52.83.86,154.160.9.113,64.52.83.10",United States,,37.751,-97.822,America/Chicago,64.52.82.0/23,iOS,12.4.1,Mobile,Safari 12.1.2,
02591b70-e8f5-4299-901c-e78b2b79b526,2577384,Bank2,6413e837d3-987e3415d7-902dcc5844-27c94f86d9,Apple GPU,"(896, 414, 32)",iOS 12.4.1,Mobile Safari 12.1.2,154.160.10.201,Ghana,Accra,5.5545,-0.1902,Africa/Accra,154.160.0.0/20,iOS,12.4.1,Mobile,Safari 12.1.2,
02591b70-e8f5-4299-901c-e78b2b79b526,2577384,Bank2,6413e837d3-987e3415d7-902dcc5844-27c94f86d9,Apple GPU,"(896, 414, 32)",iOS 12.4.1,Mobile Safari 12.1.2,"64.52.83.148,64.52.83.232,154.160.9.113",United States,,37.751,-97.822,America/Chicago,64.52.82.0/23,iOS,12.4.1,Mobile,Safari 12.1.2,
07e5a1d3-572d-4d5c-b7df-f903c9533fa7,37294473,Bank1,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.15.1,Chrome 78.0.3904,217.66.159.132,Russia,St Petersburg,59.9417,30.3096,Europe/Moscow,217.66.158.0/23,Mac,OS X 10.15.1,Chrome,78.0.3904,
0a6a1d8c-0be2-4861-922d-ac15d4ac23c2,37294473,Bank1,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.15.1,Chrome 78.0.3904,185.97.201.65,Russia,St Petersburg,59.9417,30.3096,Europe/Moscow,185.97.200.0/22,Mac,OS X 10.15.1,Chrome,78.0.3904,
0b41fbf2-5a5d-43ac-8a67-91def411f9c6,37294473,Bank1,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.15.1,Chrome 78.0.3904,185.97.201.65,Russia,St Petersburg,59.9417,30.3096,Europe/Moscow,185.97.200.0/22,Mac,OS X 10.15.1,Chrome,78.0.3904,
0d78fa6d-200e-4c39-9cbc-e834b11e460e,67853893,Bank1,6413e837d3-987e3415d7-0477bed160-27c94f86d9,Apple GPU,"(896, 414, 32)",iOS 13.3,Mobile Safari 13.0.4,31.173.80.42,Russia,Moscow,55.7487,37.6187,Europe/Moscow,31.173.80.0/21,iOS,13.3,Mobile,Safari 13.0.4,
0d78fa6d-200e-4c39-9cbc-e834b11e460e,67853893,Bank1,6413e837d3-987e3415d7-0477bed160-27c94f86d9,Apple GPU,"(896, 414, 32)",iOS 13.3,Mobile Safari 13.0.4,185.155.18.163,Russia,,55.7386,37.6068,Europe/Moscow,185.155.16.0/22,iOS,13.3,Mobile,Safari 13.0.4,
0f432be7-7bf0-4d06-ad3a-1111cf6c8efb,37294473,Bank1,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.15.1,Chrome 78.0.3904,217.66.152.216,Russia,St Petersburg,59.9417,30.3096,Europe/Moscow,217.66.152.0/22,Mac,OS X 10.15.1,Chrome,78.0.3904,
0fd9e0bc-00c9-498f-b3a1-71e9b7dc2e06,-,Bank1,6413e837d3-987e3415d7-0477bed160-27c94f86d9,Apple GPU,"(896, 414, 32)",iOS 13.3,Mobile Safari 13.0.4,185.155.18.189,Russia,,55.7386,37.6068,Europe/Moscow,185.155.16.0/22,iOS,13.3,Mobile,Safari 13.0.4,
0fd9e0bc-00c9-498f-b3a1-71e9b7dc2e06,67853893,Bank1,6413e837d3-987e3415d7-0477bed160-27c94f86d9,Apple GPU,"(896, 414, 32)",iOS 13.3,Mobile Safari 13.0.4,185.155.18.189,Russia,,55.7386,37.6068,Europe/Moscow,185.155.16.0/22,iOS,13.3,Mobile,Safari 13.0.4,
10c29a82-aafa-4044-8acc-aa56d5bc165f,37294473,Bank1,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.15.1,Chrome 78.0.3904,217.66.152.216,Russia,St Petersburg,59.9417,30.3096,Europe/Moscow,217.66.152.0/22,Mac,OS X 10.15.1,Chrome,78.0.3904,
12c62c90-0461-4d60-ac14-8d3787909c1d,37294473,Bank1,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.15.1,Chrome 78.0.3904,185.97.201.170,Russia,St Petersburg,59.9417,30.3096,Europe/Moscow,185.97.200.0/22,Mac,OS X 10.15.1,Chrome,78.0.3904,
12f9ed82-14c5-4a6e-a1ed-372b5331fc0e,37294473,Bank1,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.15.1,Chrome 78.0.3904,217.66.152.216,Russia,St Petersburg,59.9417,30.3096,Europe/Moscow,217.66.152.0/22,Mac,OS X 10.15.1,Chrome,78.0.3904,
1378bf49-a739-44f0-9998-1fbf83810575,67853893,Bank1,6413e837d3-987e3415d7-d623bd6f2d-27c94f86d9,Apple GPU,"(812, 375, 32)",iOS 13.1.3,Mobile Safari 13.0.1,185.6.247.97,Russia,,55.7386,37.6068,Europe/Moscow,185.6.244.0/22,iOS,13.1.3,Mobile,Safari 13.0.1,
1378bf49-a739-44f0-9998-1fbf83810575,67853893,Bank1,6413e837d3-987e3415d7-d623bd6f2d-27c94f86d9,Apple GPU,"(812, 375, 32)",iOS 13.1.3,Mobile Safari 13.0.1,31.173.30.169,Russia,,55.7386,37.6068,Europe/Moscow,31.173.16.0/20,iOS,13.1.3,Mobile,Safari 13.0.1,
152c077c-1c38-4ae3-84f5-4c0129479228,37294473,Bank1,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.15.1,Chrome 78.0.3904,185.97.201.65,Russia,St Petersburg,59.9417,30.3096,Europe/Moscow,185.97.200.0/22,Mac,OS X 10.15.1,Chrome,78.0.3904,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"45.56.172.31,45.56.172.32,154.160.21.194",United States,,37.751,-97.822,America/Chicago,45.56.172.0/23,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,197.210.70.155,Nigeria,Abuja,9.0567,7.4969,Africa/Lagos,197.210.64.0/21,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 66.0.3515,197.210.84.152,Nigeria,Lagos,6.4474,3.3903,Africa/Lagos,197.210.80.0/20,Mac,OS X 10.14.6,Opera,66.0.3515,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,45.56.171.14,United States,,37.751,-97.822,America/Chicago,45.56.168.0/22,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"104.192.227.182,105.112.11.246",United States,Chicago,41.871,-87.6289,America/Chicago,104.192.227.0/24,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,104.238.38.34,United States,New York,40.7359,-73.9904,America/New_York,104.238.38.0/23,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,45.56.172.110,United States,,37.751,-97.822,America/Chicago,45.56.172.0/23,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"197.210.227.189,197.210.227.134,197.210.226.176",Nigeria,,10.0,8.0,Africa/Lagos,197.210.192.0/18,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"45.56.172.147,216.151.180.167,154.160.22.209,216.151.180.94",United States,,37.751,-97.822,America/Chicago,45.56.172.0/23,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"197.210.45.192,104.238.38.90",Nigeria,Abuja,9.0567,7.4969,Africa/Lagos,197.210.32.0/20,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,45.56.172.109,United States,,37.751,-97.822,America/Chicago,45.56.172.0/23,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 66.0.3515,209.234.253.186,Canada,Vancouver,49.282,-123.1103,America/Vancouver,209.234.253.0/24,Mac,OS X 10.14.6,Opera,66.0.3515,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,45.56.172.32,United States,,37.751,-97.822,America/Chicago,45.56.172.0/23,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 66.0.3515,173.213.86.30,United States,,37.751,-97.822,America/Chicago,173.213.86.0/23,Mac,OS X 10.14.6,Opera,66.0.3515,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"45.56.172.146,154.160.26.149,154.160.24.240,154.160.17.105,45.56.172.147,154.160.26.123",United States,,37.751,-97.822,America/Chicago,45.56.172.0/23,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,197.210.44.108,Nigeria,Abuja,9.0567,7.4969,Africa/Lagos,197.210.32.0/20,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,45.56.172.212,United States,,37.751,-97.822,America/Chicago,45.56.172.0/23,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"209.197.30.176,209.197.30.174,209.197.30.175,209.197.30.177,197.210.70.155,197.210.44.251",United States,,37.751,-97.822,America/Chicago,209.197.28.0/22,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 66.0.3515,"197.210.226.82,197.210.227.63,173.213.86.58,173.213.86.64",Nigeria,,10.0,8.0,Africa/Lagos,197.210.192.0/18,Mac,OS X 10.14.6,Opera,66.0.3515,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"197.210.65.235,64.145.94.211",Nigeria,Abuja,9.0567,7.4969,Africa/Lagos,197.210.64.0/21,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"45.56.172.210,45.56.172.145,154.160.0.195",United States,,37.751,-97.822,America/Chicago,45.56.172.0/23,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 66.0.3515,"173.213.86.34,173.213.86.32,173.213.86.30,197.210.84.152",United States,,37.751,-97.822,America/Chicago,173.213.86.0/23,Mac,OS X 10.14.6,Opera,66.0.3515,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"209.234.253.182,197.210.44.108",Canada,Vancouver,49.282,-123.1103,America/Vancouver,209.234.253.0/24,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"197.210.85.140,45.56.172.175",Nigeria,Lagos,6.4474,3.3903,Africa/Lagos,197.210.80.0/20,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 66.0.3515,"197.210.53.56,197.210.53.145,209.234.253.134,197.210.52.76,197.210.53.94,197.210.53.250,197.210.53.226,197.210.52.170",Nigeria,Abuja,9.0567,7.4969,Africa/Lagos,197.210.48.0/20,Mac,OS X 10.14.6,Opera,66.0.3515,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 66.0.3515,"197.210.45.33,173.213.86.73",Nigeria,Abuja,9.0567,7.4969,Africa/Lagos,197.210.32.0/20,Mac,OS X 10.14.6,Opera,66.0.3515,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,197.210.29.78,Nigeria,Lagos,6.4474,3.3903,Africa/Lagos,197.210.16.0/20,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,104.238.38.155,United States,New York,40.7359,-73.9904,America/New_York,104.238.38.0/23,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,64.145.94.183,France,Paris,48.8558,2.3494,Europe/Paris,64.145.94.0/24,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"105.112.75.164,104.238.38.33,104.238.38.35",Nigeria,Lagos,6.4474,3.3903,Africa/Lagos,105.112.64.0/20,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"45.56.172.103,105.112.37.60",United States,,37.751,-97.822,America/Chicago,45.56.172.0/23,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"45.56.171.22,45.56.172.57,45.56.172.55,154.160.11.96",United States,,37.751,-97.822,America/Chicago,45.56.168.0/22,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,209.234.253.174,Canada,Vancouver,49.282,-123.1103,America/Vancouver,209.234.253.0/24,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,209.197.30.176,United States,,37.751,-97.822,America/Chicago,209.197.28.0/22,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,64.145.94.70,France,Paris,48.8558,2.3494,Europe/Paris,64.145.94.0/24,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"209.234.253.182,209.234.253.198,197.210.44.108,209.234.253.126",Canada,Vancouver,49.282,-123.1103,America/Vancouver,209.234.253.0/24,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 66.0.3515,173.213.86.63,United States,,37.751,-97.822,America/Chicago,173.213.86.0/23,Mac,OS X 10.14.6,Opera,66.0.3515,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"104.238.38.40,197.210.70.155",United States,New York,40.7359,-73.9904,America/New_York,104.238.38.0/23,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"104.238.38.168,197.210.70.155",United States,New York,40.7359,-73.9904,America/New_York,104.238.38.0/23,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"197.210.227.245,197.210.226.98,197.210.227.96,197.210.227.214",Nigeria,,10.0,8.0,Africa/Lagos,197.210.192.0/18,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 66.0.3515,64.145.94.87,France,Paris,48.8558,2.3494,Europe/Paris,64.145.94.0/24,Mac,OS X 10.14.6,Opera,66.0.3515,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,209.234.253.179,Canada,Vancouver,49.282,-123.1103,America/Vancouver,209.234.253.0/24,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"197.210.85.70,209.234.253.127",Nigeria,Lagos,6.4474,3.3903,Africa/Lagos,197.210.80.0/20,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"104.238.38.34,104.238.38.35",United States,New York,40.7359,-73.9904,America/New_York,104.238.38.0/23,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,45.56.172.235,United States,,37.751,-97.822,America/Chicago,45.56.172.0/23,Mac,OS X 10.14.6,Opera,65.0.3467,
1535ac5c-8f64-4dd6-a150-80b576b1df54,2577384,Bank2,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.14.6,Opera 65.0.3467,"197.210.70.155,104.238.38.168,216.151.180.182",Nigeria,Abuja,9.0567,7.4969,Africa/Lagos,197.210.64.0/21,Mac,OS X 10.14.6,Opera,65.0.3467,
154d87ba-416f-4c68-a231-f42c2416b594,37294473,Bank1,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.15.1,Chrome 78.0.3904,185.97.201.65,Russia,St Petersburg,59.9417,30.3096,Europe/Moscow,185.97.200.0/22,Mac,OS X 10.15.1,Chrome,78.0.3904,
16d80166-543b-421f-9d6d-1a38ca25fa8c,13944790,Bank6,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.15.2,Chrome 79.0.3945,217.165.114.120,United Arab Emirates,Dubai,25.0734,55.2979,Asia/Dubai,217.165.96.0/19,Mac,OS X 10.15.2,Chrome,79.0.3945,
16d80166-543b-421f-9d6d-1a38ca25fa8c,13944790,Bank6,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.15.2,Chrome 79.0.3945,178.65.132.194,Russia,Murmansk,68.9702,33.078,Europe/Moscow,178.65.128.0/18,Mac,OS X 10.15.2,Chrome,79.0.3945,
16d80166-543b-421f-9d6d-1a38ca25fa8c,-,Bank6,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.15.2,Chrome 79.0.3945,178.65.132.194,Russia,Murmansk,68.9702,33.078,Europe/Moscow,178.65.128.0/18,Mac,OS X 10.15.2,Chrome,79.0.3945,
16d80166-543b-421f-9d6d-1a38ca25fa8c,-,Bank6,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1440, 900, 24)",Mac OS X 10.15.1,Chrome 78.0.3904,178.65.132.194,Russia,Murmansk,68.9702,33.078,Europe/Moscow,178.65.128.0/18,Mac,OS X 10.15.1,Chrome,78.0.3904,
1e27fd31-779e-4f55-a00a-51f92ffb046d,37294473,Bank1,b48af28979-116c56e539-9b9e431e93-87a831f69f,Intel(R) Iris(TM) Plus Graphics 655,"(1680, 1050, 24)",Mac OS X 10.15.1,Chrome 79.0.3945,5.16.120.61,Russia,St Petersburg,59.9417,30.3096,Europe/Moscow,5.16.112.0/20,Mac,OS X 10.15.1,Chrome,79.0.3945,
